Time (s),Identifier,Duration
1.6440625000e+002,32780,0.0000000000e+000
1.6450000000e+002,33036,0.0000000000e+000
1.6450000000e+002,32779,0.0000000000e+000
1.6470312500e+002,32780,0.0000000000e+000
1.6480468750e+002,33029,0.0000000000e+000
1.6480468750e+002,32779,0.0000000000e+000
1.6500000000e+002,32780,0.0000000000e+000
1.6510156250e+002,33031,0.0000000000e+000
1.6510156250e+002,32779,0.0000000000e+000
1.6530468750e+002,32780,0.0000000000e+000
1.6540625000e+002,33027,0.0000000000e+000
1.6540625000e+002,32779,0.0000000000e+000
1.6560156250e+002,32780,0.0000000000e+000
1.6570312500e+002,32772,0.0000000000e+000
1.6670312500e+002,32771,0.0000000000e+000
1.6670312500e+002,33032,0.0000000000e+000
1.6670312500e+002,32779,0.0000000000e+000
1.6690625000e+002,32780,0.0000000000e+000
1.6700000000e+002,33026,0.0000000000e+000
1.6700000000e+002,32779,0.0000000000e+000
1.6720312500e+002,32780,0.0000000000e+000
1.6730468750e+002,33031,0.0000000000e+000
1.6730468750e+002,32779,0.0000000000e+000
1.6750000000e+002,32780,0.0000000000e+000
1.6760156250e+002,33029,0.0000000000e+000
1.6760156250e+002,32779,0.0000000000e+000
1.6780468750e+002,32780,0.0000000000e+000
1.6790625000e+002,33033,0.0000000000e+000
1.6790625000e+002,32779,0.0000000000e+000
1.6810156250e+002,32780,0.0000000000e+000
1.6820312500e+002,33030,0.0000000000e+000
1.6820312500e+002,32779,0.0000000000e+000
1.6840625000e+002,32780,0.0000000000e+000
1.6850000000e+002,33034,0.0000000000e+000
1.6850000000e+002,32779,0.0000000000e+000
1.6870312500e+002,32780,0.0000000000e+000
1.6880468750e+002,33025,0.0000000000e+000
1.6880468750e+002,32779,0.0000000000e+000
1.6900000000e+002,32780,0.0000000000e+000
1.6910156250e+002,33035,0.0000000000e+000
1.6910156250e+002,32779,0.0000000000e+000
1.6930468750e+002,32780,0.0000000000e+000
1.6940625000e+002,33027,0.0000000000e+000
1.6940625000e+002,32779,0.0000000000e+000
1.6960156250e+002,32780,0.0000000000e+000
1.6970312500e+002,33036,0.0000000000e+000
1.6970312500e+002,32779,0.0000000000e+000
1.6990625000e+002,32780,0.0000000000e+000
1.7000000000e+002,33028,0.0000000000e+000
1.7000000000e+002,32779,0.0000000000e+000
1.7020312500e+002,32780,0.0000000000e+000
1.7030468750e+002,32772,0.0000000000e+000
1.7130468750e+002,32771,0.0000000000e+000
1.7130468750e+002,33034,0.0000000000e+000
1.7130468750e+002,32779,0.0000000000e+000
1.7150000000e+002,32780,0.0000000000e+000
1.7160156250e+002,33028,0.0000000000e+000
1.7160156250e+002,32779,0.0000000000e+000
1.7180468750e+002,32780,0.0000000000e+000
1.7190625000e+002,33036,0.0000000000e+000
1.7190625000e+002,32779,0.0000000000e+000
1.7210156250e+002,32780,0.0000000000e+000
1.7220312500e+002,33026,0.0000000000e+000
1.7220312500e+002,32779,0.0000000000e+000
1.7240625000e+002,32780,0.0000000000e+000
1.7250000000e+002,33033,0.0000000000e+000
1.7250000000e+002,32779,0.0000000000e+000
1.7270312500e+002,32780,0.0000000000e+000
1.7280468750e+002,33029,0.0000000000e+000
1.7280468750e+002,32779,0.0000000000e+000
1.7300000000e+002,32780,0.0000000000e+000
1.7310156250e+002,33031,0.0000000000e+000
1.7310156250e+002,32779,0.0000000000e+000
1.7330468750e+002,32780,0.0000000000e+000
1.7340625000e+002,33030,0.0000000000e+000
1.7340625000e+002,32779,0.0000000000e+000
1.7360156250e+002,32780,0.0000000000e+000
1.7370312500e+002,33032,0.0000000000e+000
1.7370312500e+002,32779,0.0000000000e+000
1.7390625000e+002,32780,0.0000000000e+000
1.7400000000e+002,33025,0.0000000000e+000
1.7400000000e+002,32779,0.0000000000e+000
1.7420312500e+002,32780,0.0000000000e+000
1.7430468750e+002,33035,0.0000000000e+000
1.7430468750e+002,32779,0.0000000000e+000
1.7450000000e+002,32780,0.0000000000e+000
1.7460156250e+002,33027,0.0000000000e+000
1.7460156250e+002,32779,0.0000000000e+000
1.7480468750e+002,32780,0.0000000000e+000
1.7490625000e+002,32772,0.0000000000e+000
1.7590625000e+002,32771,0.0000000000e+000
1.7590625000e+002,33036,0.0000000000e+000
1.7590625000e+002,32779,0.0000000000e+000
1.7610156250e+002,32780,0.0000000000e+000
1.7620312500e+002,33026,0.0000000000e+000
1.7620312500e+002,32779,0.0000000000e+000
1.7640625000e+002,32780,0.0000000000e+000
1.7650000000e+002,33035,0.0000000000e+000
1.7650000000e+002,32779,0.0000000000e+000
1.7670312500e+002,32780,0.0000000000e+000
1.7680468750e+002,33030,0.0000000000e+000
1.7680468750e+002,32779,0.0000000000e+000
1.7700000000e+002,32780,0.0000000000e+000
1.7710156250e+002,33033,0.0000000000e+000
1.7710156250e+002,32779,0.0000000000e+000
1.7730468750e+002,32780,0.0000000000e+000
1.7740625000e+002,33025,0.0000000000e+000
1.7740625000e+002,32779,0.0000000000e+000
1.7760156250e+002,32780,0.0000000000e+000
1.7770312500e+002,33034,0.0000000000e+000
1.7770312500e+002,32779,0.0000000000e+000
1.7790625000e+002,32780,0.0000000000e+000
1.7800000000e+002,33028,0.0000000000e+000
1.7800000000e+002,32779,0.0000000000e+000
1.7820312500e+002,32780,0.0000000000e+000
1.7830468750e+002,33031,0.0000000000e+000
1.7830468750e+002,32779,0.0000000000e+000
1.7850000000e+002,32780,0.0000000000e+000
1.7860156250e+002,33029,0.0000000000e+000
1.7860156250e+002,32779,0.0000000000e+000
1.7880468750e+002,32780,0.0000000000e+000
1.7890625000e+002,33032,0.0000000000e+000
1.7890625000e+002,32779,0.0000000000e+000
1.7910156250e+002,32780,0.0000000000e+000
1.7920312500e+002,33027,0.0000000000e+000
1.7920312500e+002,32779,0.0000000000e+000
1.7940625000e+002,32780,0.0000000000e+000
1.7950000000e+002,32772,0.0000000000e+000
1.8050000000e+002,32771,0.0000000000e+000
1.8050000000e+002,33032,0.0000000000e+000
1.8050000000e+002,32779,0.0000000000e+000
1.8070312500e+002,32780,0.0000000000e+000
1.8080468750e+002,33030,0.0000000000e+000
1.8080468750e+002,32779,0.0000000000e+000
1.8100000000e+002,32780,0.0000000000e+000
1.8110156250e+002,33031,0.0000000000e+000
1.8110156250e+002,32779,0.0000000000e+000
1.8130468750e+002,32780,0.0000000000e+000
1.8140625000e+002,33028,0.0000000000e+000
1.8140625000e+002,32779,0.0000000000e+000
1.8160156250e+002,32780,0.0000000000e+000
1.8170312500e+002,33035,0.0000000000e+000
1.8170312500e+002,32779,0.0000000000e+000
1.8190625000e+002,32780,0.0000000000e+000
1.8200000000e+002,33029,0.0000000000e+000
1.8200000000e+002,32779,0.0000000000e+000
1.8220312500e+002,32780,0.0000000000e+000
1.8230468750e+002,33034,0.0000000000e+000
1.8230468750e+002,32779,0.0000000000e+000
1.8250000000e+002,32780,0.0000000000e+000
1.8260156250e+002,33027,0.0000000000e+000
1.8260156250e+002,32779,0.0000000000e+000
1.8280468750e+002,32780,0.0000000000e+000
1.8290625000e+002,33033,0.0000000000e+000
1.8290625000e+002,32779,0.0000000000e+000
1.8310156250e+002,32780,0.0000000000e+000
1.8320312500e+002,33025,0.0000000000e+000
1.8320312500e+002,32779,0.0000000000e+000
1.8340625000e+002,32780,0.0000000000e+000
1.8350000000e+002,33036,0.0000000000e+000
1.8350000000e+002,32779,0.0000000000e+000
1.8370312500e+002,32780,0.0000000000e+000
1.8380468750e+002,33026,0.0000000000e+000
1.8380468750e+002,32779,0.0000000000e+000
1.8400000000e+002,32780,0.0000000000e+000
1.8410156250e+002,32772,0.0000000000e+000
1.8510156250e+002,32771,0.0000000000e+000
1.8510156250e+002,33032,0.0000000000e+000
1.8510156250e+002,32779,0.0000000000e+000
1.8530468750e+002,32780,0.0000000000e+000
1.8540625000e+002,33025,0.0000000000e+000
1.8540625000e+002,32779,0.0000000000e+000
1.8560156250e+002,32780,0.0000000000e+000
1.8570312500e+002,33035,0.0000000000e+000
1.8570312500e+002,32779,0.0000000000e+000
1.8590625000e+002,32780,0.0000000000e+000
1.8600000000e+002,33027,0.0000000000e+000
1.8600000000e+002,32779,0.0000000000e+000
1.8620312500e+002,32780,0.0000000000e+000
1.8630468750e+002,33031,0.0000000000e+000
1.8630468750e+002,32779,0.0000000000e+000
1.8650000000e+002,32780,0.0000000000e+000
1.8660156250e+002,33028,0.0000000000e+000
1.8660156250e+002,32779,0.0000000000e+000
1.8680468750e+002,32780,0.0000000000e+000
1.8690625000e+002,33036,0.0000000000e+000
1.8690625000e+002,32779,0.0000000000e+000
1.8710156250e+002,32780,0.0000000000e+000
1.8720312500e+002,33026,0.0000000000e+000
1.8720312500e+002,32779,0.0000000000e+000
1.8740625000e+002,32780,0.0000000000e+000
1.8750000000e+002,33033,0.0000000000e+000
1.8750000000e+002,32779,0.0000000000e+000
1.8770312500e+002,32780,0.0000000000e+000
1.8780468750e+002,33029,0.0000000000e+000
1.8780468750e+002,32779,0.0000000000e+000
1.8800000000e+002,32780,0.0000000000e+000
1.8810156250e+002,33034,0.0000000000e+000
1.8810156250e+002,32779,0.0000000000e+000
1.8830468750e+002,32780,0.0000000000e+000
1.8840625000e+002,33030,0.0000000000e+000
1.8840625000e+002,32779,0.0000000000e+000
1.8860156250e+002,32780,0.0000000000e+000
1.8870312500e+002,32772,0.0000000000e+000
1.8970312500e+002,32774,0.0000000000e+000
1.8970312500e+002,32777,0.0000000000e+000
1.9270312500e+002,32778,0.0000000000e+000
1.9270312500e+002,32773,0.0000000000e+000
1.9270312500e+002,32771,0.0000000000e+000
1.9270312500e+002,33035,0.0000000000e+000
1.9270312500e+002,32779,0.0000000000e+000
1.9290625000e+002,32780,0.0000000000e+000
1.9300781250e+002,33028,0.0000000000e+000
1.9300781250e+002,32779,0.0000000000e+000
1.9320312500e+002,32780,0.0000000000e+000
1.9330468750e+002,33032,0.0000000000e+000
1.9330468750e+002,32779,0.0000000000e+000
1.9350781250e+002,32780,0.0000000000e+000
1.9360937500e+002,33025,0.0000000000e+000
1.9360937500e+002,32779,0.0000000000e+000
1.9380468750e+002,32780,0.0000000000e+000
1.9390625000e+002,33033,0.0000000000e+000
1.9390625000e+002,32779,0.0000000000e+000
1.9410937500e+002,32780,0.0000000000e+000
1.9420312500e+002,33026,0.0000000000e+000
1.9420312500e+002,32779,0.0000000000e+000
1.9440625000e+002,32780,0.0000000000e+000
1.9450781250e+002,33034,0.0000000000e+000
1.9450781250e+002,32779,0.0000000000e+000
1.9470312500e+002,32780,0.0000000000e+000
1.9480468750e+002,33027,0.0000000000e+000
1.9480468750e+002,32779,0.0000000000e+000
1.9500781250e+002,32780,0.0000000000e+000
1.9510937500e+002,33031,0.0000000000e+000
1.9510937500e+002,32779,0.0000000000e+000
1.9530468750e+002,32780,0.0000000000e+000
1.9540625000e+002,33029,0.0000000000e+000
1.9540625000e+002,32779,0.0000000000e+000
1.9560937500e+002,32780,0.0000000000e+000
1.9570312500e+002,33036,0.0000000000e+000
1.9570312500e+002,32779,0.0000000000e+000
1.9590625000e+002,32780,0.0000000000e+000
1.9600781250e+002,33030,0.0000000000e+000
1.9600781250e+002,32779,0.0000000000e+000
1.9620312500e+002,32780,0.0000000000e+000
1.9630468750e+002,32772,0.0000000000e+000
1.9730468750e+002,32771,0.0000000000e+000
1.9730468750e+002,33035,0.0000000000e+000
1.9730468750e+002,32779,0.0000000000e+000
1.9750781250e+002,32780,0.0000000000e+000
1.9760937500e+002,33028,0.0000000000e+000
1.9760937500e+002,32779,0.0000000000e+000
1.9780468750e+002,32780,0.0000000000e+000
1.9790625000e+002,33033,0.0000000000e+000
1.9790625000e+002,32779,0.0000000000e+000
1.9810937500e+002,32780,0.0000000000e+000
1.9820312500e+002,33030,0.0000000000e+000
1.9820312500e+002,32779,0.0000000000e+000
1.9840625000e+002,32780,0.0000000000e+000
1.9850781250e+002,33032,0.0000000000e+000
1.9850781250e+002,32779,0.0000000000e+000
1.9870312500e+002,32780,0.0000000000e+000
1.9880468750e+002,33027,0.0000000000e+000
1.9880468750e+002,32779,0.0000000000e+000
1.9900781250e+002,32780,0.0000000000e+000
1.9910937500e+002,33031,0.0000000000e+000
1.9910937500e+002,32779,0.0000000000e+000
1.9930468750e+002,32780,0.0000000000e+000
1.9940625000e+002,33026,0.0000000000e+000
1.9940625000e+002,32779,0.0000000000e+000
1.9960937500e+002,32780,0.0000000000e+000
1.9970312500e+002,33034,0.0000000000e+000
1.9970312500e+002,32779,0.0000000000e+000
1.9990625000e+002,32780,0.0000000000e+000
2.0000781250e+002,33029,0.0000000000e+000
2.0000781250e+002,32779,0.0000000000e+000
2.0020312500e+002,32780,0.0000000000e+000
2.0030468750e+002,33036,0.0000000000e+000
2.0030468750e+002,32779,0.0000000000e+000
2.0050781250e+002,32780,0.0000000000e+000
2.0060937500e+002,33025,0.0000000000e+000
2.0060937500e+002,32779,0.0000000000e+000
2.0080468750e+002,32780,0.0000000000e+000
2.0090625000e+002,32772,0.0000000000e+000
2.0190625000e+002,32771,0.0000000000e+000
2.0190625000e+002,33032,0.0000000000e+000
2.0190625000e+002,32779,0.0000000000e+000
2.0210937500e+002,32780,0.0000000000e+000
2.0220312500e+002,33028,0.0000000000e+000
2.0220312500e+002,32779,0.0000000000e+000
2.0240625000e+002,32780,0.0000000000e+000
2.0250781250e+002,33033,0.0000000000e+000
2.0250781250e+002,32779,0.0000000000e+000
2.0270312500e+002,32780,0.0000000000e+000
2.0280468750e+002,33026,0.0000000000e+000
2.0280468750e+002,32779,0.0000000000e+000
2.0300781250e+002,32780,0.0000000000e+000
2.0310937500e+002,33034,0.0000000000e+000
2.0310937500e+002,32779,0.0000000000e+000
2.0330468750e+002,32780,0.0000000000e+000
2.0340625000e+002,33030,0.0000000000e+000
2.0340625000e+002,32779,0.0000000000e+000
2.0360937500e+002,32780,0.0000000000e+000
2.0370312500e+002,33035,0.0000000000e+000
2.0370312500e+002,32779,0.0000000000e+000
2.0390625000e+002,32780,0.0000000000e+000
2.0400781250e+002,33027,0.0000000000e+000
2.0400781250e+002,32779,0.0000000000e+000
2.0420312500e+002,32780,0.0000000000e+000
2.0430468750e+002,33031,0.0000000000e+000
2.0430468750e+002,32779,0.0000000000e+000
2.0450781250e+002,32780,0.0000000000e+000
2.0460937500e+002,33025,0.0000000000e+000
2.0460937500e+002,32779,0.0000000000e+000
2.0480468750e+002,32780,0.0000000000e+000
2.0490625000e+002,33036,0.0000000000e+000
2.0490625000e+002,32779,0.0000000000e+000
2.0510937500e+002,32780,0.0000000000e+000
2.0520312500e+002,33029,0.0000000000e+000
2.0520312500e+002,32779,0.0000000000e+000
2.0540625000e+002,32780,0.0000000000e+000
2.0550781250e+002,32772,0.0000000000e+000
2.0650781250e+002,32771,0.0000000000e+000
2.0650781250e+002,33031,0.0000000000e+000
2.0650781250e+002,32779,0.0000000000e+000
2.0670312500e+002,32780,0.0000000000e+000
2.0680468750e+002,33025,0.0000000000e+000
2.0680468750e+002,32779,0.0000000000e+000
2.0700781250e+002,32780,0.0000000000e+000
2.0710937500e+002,33036,0.0000000000e+000
2.0710937500e+002,32779,0.0000000000e+000
2.0730468750e+002,32780,0.0000000000e+000
2.0740625000e+002,33027,0.0000000000e+000
2.0740625000e+002,32779,0.0000000000e+000
2.0760937500e+002,32780,0.0000000000e+000
2.0770312500e+002,33033,0.0000000000e+000
2.0770312500e+002,32779,0.0000000000e+000
2.0790625000e+002,32780,0.0000000000e+000
2.0800781250e+002,33026,0.0000000000e+000
2.0800781250e+002,32779,0.0000000000e+000
2.0820312500e+002,32780,0.0000000000e+000
2.0830468750e+002,33032,0.0000000000e+000
2.0830468750e+002,32779,0.0000000000e+000
2.0850781250e+002,32780,0.0000000000e+000
2.0860937500e+002,33029,0.0000000000e+000
2.0860937500e+002,32779,0.0000000000e+000
2.0880468750e+002,32780,0.0000000000e+000
2.0890625000e+002,33034,0.0000000000e+000
2.0890625000e+002,32779,0.0000000000e+000
2.0910937500e+002,32780,0.0000000000e+000
2.0920312500e+002,33028,0.0000000000e+000
2.0920312500e+002,32779,0.0000000000e+000
2.0940625000e+002,32780,0.0000000000e+000
2.0950781250e+002,33035,0.0000000000e+000
2.0950781250e+002,32779,0.0000000000e+000
2.0970312500e+002,32780,0.0000000000e+000
2.0980468750e+002,33030,0.0000000000e+000
2.0980468750e+002,32779,0.0000000000e+000
2.1000781250e+002,32780,0.0000000000e+000
2.1010937500e+002,32772,0.0000000000e+000
2.1110937500e+002,32771,0.0000000000e+000
2.1110937500e+002,33031,0.0000000000e+000
2.1110937500e+002,32779,0.0000000000e+000
2.1130468750e+002,32780,0.0000000000e+000
2.1140625000e+002,33027,0.0000000000e+000
2.1140625000e+002,32779,0.0000000000e+000
2.1160937500e+002,32780,0.0000000000e+000
2.1170312500e+002,33032,0.0000000000e+000
2.1170312500e+002,32779,0.0000000000e+000
2.1190625000e+002,32780,0.0000000000e+000
2.1200781250e+002,33029,0.0000000000e+000
2.1200781250e+002,32779,0.0000000000e+000
2.1220312500e+002,32780,0.0000000000e+000
2.1230468750e+002,33033,0.0000000000e+000
2.1230468750e+002,32779,0.0000000000e+000
2.1250781250e+002,32780,0.0000000000e+000
2.1260937500e+002,33026,0.0000000000e+000
2.1260937500e+002,32779,0.0000000000e+000
2.1280468750e+002,32780,0.0000000000e+000
2.1290625000e+002,33036,0.0000000000e+000
2.1290625000e+002,32779,0.0000000000e+000
2.1310937500e+002,32780,0.0000000000e+000
2.1320312500e+002,33028,0.0000000000e+000
2.1320312500e+002,32779,0.0000000000e+000
2.1340625000e+002,32780,0.0000000000e+000
2.1350781250e+002,33035,0.0000000000e+000
2.1350781250e+002,32779,0.0000000000e+000
2.1370312500e+002,32780,0.0000000000e+000
2.1380468750e+002,33025,0.0000000000e+000
2.1380468750e+002,32779,0.0000000000e+000
2.1400781250e+002,32780,0.0000000000e+000
2.1410937500e+002,33034,0.0000000000e+000
2.1410937500e+002,32779,0.0000000000e+000
2.1430468750e+002,32780,0.0000000000e+000
2.1440625000e+002,33030,0.0000000000e+000
2.1440625000e+002,32779,0.0000000000e+000
2.1460937500e+002,32780,0.0000000000e+000
2.1470312500e+002,32772,0.0000000000e+000
2.1570312500e+002,32771,0.0000000000e+000
2.1570312500e+002,33034,0.0000000000e+000
2.1570312500e+002,32779,0.0000000000e+000
2.1590625000e+002,32780,0.0000000000e+000
2.1600781250e+002,33028,0.0000000000e+000
2.1600781250e+002,32779,0.0000000000e+000
2.1620312500e+002,32780,0.0000000000e+000
2.1630468750e+002,33033,0.0000000000e+000
2.1630468750e+002,32779,0.0000000000e+000
2.1650781250e+002,32780,0.0000000000e+000
2.1660937500e+002,33029,0.0000000000e+000
2.1660937500e+002,32779,0.0000000000e+000
2.1680468750e+002,32780,0.0000000000e+000
2.1690625000e+002,33036,0.0000000000e+000
2.1690625000e+002,32779,0.0000000000e+000
2.1710937500e+002,32780,0.0000000000e+000
2.1720312500e+002,33025,0.0000000000e+000
2.1720312500e+002,32779,0.0000000000e+000
2.1740625000e+002,32780,0.0000000000e+000
2.1750781250e+002,33031,0.0000000000e+000
2.1750781250e+002,32779,0.0000000000e+000
2.1770312500e+002,32780,0.0000000000e+000
2.1780468750e+002,33030,0.0000000000e+000
2.1780468750e+002,32779,0.0000000000e+000
2.1800781250e+002,32780,0.0000000000e+000
2.1810937500e+002,33035,0.0000000000e+000
2.1810937500e+002,32779,0.0000000000e+000
2.1830468750e+002,32780,0.0000000000e+000
2.1840625000e+002,33027,0.0000000000e+000
2.1840625000e+002,32779,0.0000000000e+000
2.1860937500e+002,32780,0.0000000000e+000
2.1870312500e+002,33032,0.0000000000e+000
2.1870312500e+002,32779,0.0000000000e+000
2.1890625000e+002,32780,0.0000000000e+000
2.1900781250e+002,33026,0.0000000000e+000
2.1900781250e+002,32779,0.0000000000e+000
2.1920312500e+002,32780,0.0000000000e+000
2.1930468750e+002,32772,0.0000000000e+000
2.2030468750e+002,32771,0.0000000000e+000
2.2030468750e+002,33031,0.0000000000e+000
2.2030468750e+002,32779,0.0000000000e+000
2.2050781250e+002,32780,0.0000000000e+000
2.2060937500e+002,33028,0.0000000000e+000
2.2060937500e+002,32779,0.0000000000e+000
2.2080468750e+002,32780,0.0000000000e+000
2.2090625000e+002,33032,0.0000000000e+000
2.2090625000e+002,32779,0.0000000000e+000
2.2110937500e+002,32780,0.0000000000e+000
2.2120312500e+002,33030,0.0000000000e+000
2.2120312500e+002,32779,0.0000000000e+000
2.2140625000e+002,32780,0.0000000000e+000
2.2150781250e+002,33034,0.0000000000e+000
2.2150781250e+002,32779,0.0000000000e+000
2.2170312500e+002,32780,0.0000000000e+000
2.2180468750e+002,33027,0.0000000000e+000
2.2180468750e+002,32779,0.0000000000e+000
2.2200781250e+002,32780,0.0000000000e+000
2.2210937500e+002,33033,0.0000000000e+000
2.2210937500e+002,32779,0.0000000000e+000
2.2230468750e+002,32780,0.0000000000e+000
2.2240625000e+002,33025,0.0000000000e+000
2.2240625000e+002,32779,0.0000000000e+000
2.2260937500e+002,32780,0.0000000000e+000
2.2270312500e+002,33035,0.0000000000e+000
2.2270312500e+002,32779,0.0000000000e+000
2.2290625000e+002,32780,0.0000000000e+000
2.2300781250e+002,33029,0.0000000000e+000
2.2300781250e+002,32779,0.0000000000e+000
2.2320312500e+002,32780,0.0000000000e+000
2.2330468750e+002,33036,0.0000000000e+000
2.2330468750e+002,32779,0.0000000000e+000
2.2350781250e+002,32780,0.0000000000e+000
2.2360937500e+002,33026,0.0000000000e+000
2.2360937500e+002,32779,0.0000000000e+000
2.2380468750e+002,32780,0.0000000000e+000
2.2390625000e+002,32772,0.0000000000e+000
2.2490625000e+002,32771,0.0000000000e+000
2.2490625000e+002,33034,0.0000000000e+000
2.2490625000e+002,32779,0.0000000000e+000
2.2510937500e+002,32780,0.0000000000e+000
2.2520312500e+002,33026,0.0000000000e+000
2.2520312500e+002,32779,0.0000000000e+000
2.2540625000e+002,32780,0.0000000000e+000
2.2550781250e+002,33032,0.0000000000e+000
2.2550781250e+002,32779,0.0000000000e+000
2.2570312500e+002,32780,0.0000000000e+000
2.2580468750e+002,33028,0.0000000000e+000
2.2580468750e+002,32779,0.0000000000e+000
2.2600781250e+002,32780,0.0000000000e+000
2.2610937500e+002,33031,0.0000000000e+000
2.2610937500e+002,32779,0.0000000000e+000
2.2630468750e+002,32780,0.0000000000e+000
2.2640625000e+002,33030,0.0000000000e+000
2.2640625000e+002,32779,0.0000000000e+000
2.2660937500e+002,32780,0.0000000000e+000
2.2670312500e+002,33035,0.0000000000e+000
2.2670312500e+002,32779,0.0000000000e+000
2.2690625000e+002,32780,0.0000000000e+000
2.2700781250e+002,33029,0.0000000000e+000
2.2700781250e+002,32779,0.0000000000e+000
2.2720312500e+002,32780,0.0000000000e+000
2.2730468750e+002,33036,0.0000000000e+000
2.2730468750e+002,32779,0.0000000000e+000
2.2750781250e+002,32780,0.0000000000e+000
2.2760937500e+002,33027,0.0000000000e+000
2.2760937500e+002,32779,0.0000000000e+000
2.2780468750e+002,32780,0.0000000000e+000
2.2790625000e+002,33033,0.0000000000e+000
2.2790625000e+002,32779,0.0000000000e+000
2.2810937500e+002,32780,0.0000000000e+000
2.2820312500e+002,33025,0.0000000000e+000
2.2820312500e+002,32779,0.0000000000e+000
2.2840625000e+002,32780,0.0000000000e+000
2.2850781250e+002,32772,0.0000000000e+000
2.2950781250e+002,32771,0.0000000000e+000
2.2950781250e+002,33035,0.0000000000e+000
2.2950781250e+002,32779,0.0000000000e+000
2.2970312500e+002,32780,0.0000000000e+000
2.2980468750e+002,33025,0.0000000000e+000
2.2980468750e+002,32779,0.0000000000e+000
2.3000781250e+002,32780,0.0000000000e+000
2.3010937500e+002,33034,0.0000000000e+000
2.3010937500e+002,32779,0.0000000000e+000
2.3030468750e+002,32780,0.0000000000e+000
2.3040625000e+002,33029,0.0000000000e+000
2.3040625000e+002,32779,0.0000000000e+000
2.3060937500e+002,32780,0.0000000000e+000
2.3070312500e+002,33033,0.0000000000e+000
2.3070312500e+002,32779,0.0000000000e+000
2.3090625000e+002,32780,0.0000000000e+000
2.3100781250e+002,33026,0.0000000000e+000
2.3100781250e+002,32779,0.0000000000e+000
2.3120312500e+002,32780,0.0000000000e+000
2.3130468750e+002,33032,0.0000000000e+000
2.3130468750e+002,32779,0.0000000000e+000
2.3150781250e+002,32780,0.0000000000e+000
2.3160937500e+002,33027,0.0000000000e+000
2.3160937500e+002,32779,0.0000000000e+000
2.3180468750e+002,32780,0.0000000000e+000
2.3190625000e+002,33031,0.0000000000e+000
2.3190625000e+002,32779,0.0000000000e+000
2.3210937500e+002,32780,0.0000000000e+000
2.3220312500e+002,33028,0.0000000000e+000
2.3220312500e+002,32779,0.0000000000e+000
2.3240625000e+002,32780,0.0000000000e+000
2.3250781250e+002,33036,0.0000000000e+000
2.3250781250e+002,32779,0.0000000000e+000
2.3270312500e+002,32780,0.0000000000e+000
2.3280468750e+002,33030,0.0000000000e+000
2.3280468750e+002,32779,0.0000000000e+000
2.3300781250e+002,32780,0.0000000000e+000
2.3310937500e+002,32772,0.0000000000e+000
2.3410937500e+002,32771,0.0000000000e+000
2.3410937500e+002,33033,0.0000000000e+000
2.3410937500e+002,32779,0.0000000000e+000
2.3430468750e+002,32780,0.0000000000e+000
2.3440625000e+002,33029,0.0000000000e+000
2.3440625000e+002,32779,0.0000000000e+000
2.3460937500e+002,32780,0.0000000000e+000
2.3470312500e+002,33031,0.0000000000e+000
2.3470312500e+002,32779,0.0000000000e+000
2.3490625000e+002,32780,0.0000000000e+000
2.3500781250e+002,33027,0.0000000000e+000
2.3500781250e+002,32779,0.0000000000e+000
2.3520312500e+002,32780,0.0000000000e+000
2.3530468750e+002,33034,0.0000000000e+000
2.3530468750e+002,32779,0.0000000000e+000
2.3550781250e+002,32780,0.0000000000e+000
2.3560937500e+002,33030,0.0000000000e+000
2.3560937500e+002,32779,0.0000000000e+000
2.3580468750e+002,32780,0.0000000000e+000
2.3590625000e+002,33035,0.0000000000e+000
2.3590625000e+002,32779,0.0000000000e+000
2.3610937500e+002,32780,0.0000000000e+000
2.3620312500e+002,33026,0.0000000000e+000
2.3620312500e+002,32779,0.0000000000e+000
2.3640625000e+002,32780,0.0000000000e+000
2.3650781250e+002,33032,0.0000000000e+000
2.3650781250e+002,32779,0.0000000000e+000
2.3670312500e+002,32780,0.0000000000e+000
2.3680468750e+002,33025,0.0000000000e+000
2.3680468750e+002,32779,0.0000000000e+000
2.3700781250e+002,32780,0.0000000000e+000
2.3710937500e+002,33036,0.0000000000e+000
2.3710937500e+002,32779,0.0000000000e+000
2.3730468750e+002,32780,0.0000000000e+000
2.3740625000e+002,33028,0.0000000000e+000
2.3740625000e+002,32779,0.0000000000e+000
2.3760937500e+002,32780,0.0000000000e+000
2.3770312500e+002,32772,0.0000000000e+000
2.3870312500e+002,32771,0.0000000000e+000
2.3870312500e+002,33034,0.0000000000e+000
2.3870312500e+002,32779,0.0000000000e+000
2.3890625000e+002,32780,0.0000000000e+000
2.3900781250e+002,33025,0.0000000000e+000
2.3900781250e+002,32779,0.0000000000e+000
2.3920312500e+002,32780,0.0000000000e+000
2.3930468750e+002,33036,0.0000000000e+000
2.3930468750e+002,32779,0.0000000000e+000
2.3950781250e+002,32780,0.0000000000e+000
2.3960937500e+002,33027,0.0000000000e+000
2.3960937500e+002,32779,0.0000000000e+000
2.3980468750e+002,32780,0.0000000000e+000
2.3990625000e+002,33032,0.0000000000e+000
2.3990625000e+002,32779,0.0000000000e+000
2.4010937500e+002,32780,0.0000000000e+000
2.4020312500e+002,33028,0.0000000000e+000
2.4020312500e+002,32779,0.0000000000e+000
2.4040625000e+002,32780,0.0000000000e+000
2.4050781250e+002,33031,0.0000000000e+000
