Time (s),Identifier,Duration
3.6500000000e+001,32779,0.0000000000e+000
3.6695312500e+001,32780,0.0000000000e+000
3.6796875000e+001,33029,0.0000000000e+000
3.6796875000e+001,32779,0.0000000000e+000
3.7000000000e+001,32780,0.0000000000e+000
3.7093750000e+001,33032,0.0000000000e+000
3.7093750000e+001,32779,0.0000000000e+000
3.7296875000e+001,32780,0.0000000000e+000
3.7398437500e+001,33026,0.0000000000e+000
3.7398437500e+001,32779,0.0000000000e+000
3.7593750000e+001,32780,0.0000000000e+000
3.7695312500e+001,33036,0.0000000000e+000
3.7695312500e+001,32779,0.0000000000e+000
3.7898437500e+001,32780,0.0000000000e+000
3.8000000000e+001,33027,0.0000000000e+000
3.8000000000e+001,32779,0.0000000000e+000
3.8195312500e+001,32780,0.0000000000e+000
3.8296875000e+001,33033,0.0000000000e+000
3.8296875000e+001,32779,0.0000000000e+000
3.8500000000e+001,32780,0.0000000000e+000
3.8593750000e+001,33025,0.0000000000e+000
3.8593750000e+001,32779,0.0000000000e+000
3.8796875000e+001,32780,0.0000000000e+000
3.8898437500e+001,33035,0.0000000000e+000
3.8898437500e+001,32779,0.0000000000e+000
3.9093750000e+001,32780,0.0000000000e+000
3.9195312500e+001,33030,0.0000000000e+000
3.9195312500e+001,32779,0.0000000000e+000
3.9398437500e+001,32780,0.0000000000e+000
3.9500000000e+001,33034,0.0000000000e+000
3.9500000000e+001,32779,0.0000000000e+000
3.9695312500e+001,32780,0.0000000000e+000
3.9796875000e+001,33028,0.0000000000e+000
3.9796875000e+001,32779,0.0000000000e+000
4.0000000000e+001,32780,0.0000000000e+000
4.0093750000e+001,32772,0.0000000000e+000
4.1093750000e+001,32771,0.0000000000e+000
4.1093750000e+001,33036,0.0000000000e+000
4.1093750000e+001,32779,0.0000000000e+000
4.1296875000e+001,32780,0.0000000000e+000
4.1398437500e+001,33025,0.0000000000e+000
4.1398437500e+001,32779,0.0000000000e+000
4.1593750000e+001,32780,0.0000000000e+000
4.1695312500e+001,33033,0.0000000000e+000
4.1695312500e+001,32779,0.0000000000e+000
4.1898437500e+001,32780,0.0000000000e+000
4.2000000000e+001,33026,0.0000000000e+000
4.2000000000e+001,32779,0.0000000000e+000
4.2195312500e+001,32780,0.0000000000e+000
4.2296875000e+001,33031,0.0000000000e+000
4.2296875000e+001,32779,0.0000000000e+000
4.2500000000e+001,32780,0.0000000000e+000
4.2593750000e+001,33028,0.0000000000e+000
4.2593750000e+001,32779,0.0000000000e+000
4.2796875000e+001,32780,0.0000000000e+000
4.2898437500e+001,33032,0.0000000000e+000
4.2898437500e+001,32779,0.0000000000e+000
4.3093750000e+001,32780,0.0000000000e+000
4.3195312500e+001,33027,0.0000000000e+000
4.3195312500e+001,32779,0.0000000000e+000
4.3398437500e+001,32780,0.0000000000e+000
4.3500000000e+001,33035,0.0000000000e+000
4.3500000000e+001,32779,0.0000000000e+000
4.3695312500e+001,32780,0.0000000000e+000
4.3796875000e+001,33029,0.0000000000e+000
4.3796875000e+001,32779,0.0000000000e+000
4.4000000000e+001,32780,0.0000000000e+000
4.4093750000e+001,33034,0.0000000000e+000
4.4093750000e+001,32779,0.0000000000e+000
4.4296875000e+001,32780,0.0000000000e+000
4.4398437500e+001,33030,0.0000000000e+000
4.4398437500e+001,32779,0.0000000000e+000
4.4593750000e+001,32780,0.0000000000e+000
4.4695312500e+001,32772,0.0000000000e+000
4.5695312500e+001,32771,0.0000000000e+000
4.5695312500e+001,33036,0.0000000000e+000
4.5695312500e+001,32779,0.0000000000e+000
4.5898437500e+001,32780,0.0000000000e+000
4.6000000000e+001,33028,0.0000000000e+000
4.6000000000e+001,32779,0.0000000000e+000
4.6195312500e+001,32780,0.0000000000e+000
4.6296875000e+001,33035,0.0000000000e+000
4.6296875000e+001,32779,0.0000000000e+000
4.6500000000e+001,32780,0.0000000000e+000
4.6593750000e+001,33030,0.0000000000e+000
4.6593750000e+001,32779,0.0000000000e+000
4.6796875000e+001,32780,0.0000000000e+000
4.6898437500e+001,33033,0.0000000000e+000
4.6898437500e+001,32779,0.0000000000e+000
4.7093750000e+001,32780,0.0000000000e+000
4.7195312500e+001,33027,0.0000000000e+000
4.7195312500e+001,32779,0.0000000000e+000
4.7398437500e+001,32780,0.0000000000e+000
4.7500000000e+001,33032,0.0000000000e+000
4.7500000000e+001,32779,0.0000000000e+000
4.7695312500e+001,32780,0.0000000000e+000
4.7796875000e+001,33025,0.0000000000e+000
4.7796875000e+001,32779,0.0000000000e+000
4.8000000000e+001,32780,0.0000000000e+000
4.8093750000e+001,33031,0.0000000000e+000
4.8093750000e+001,32779,0.0000000000e+000
4.8296875000e+001,32780,0.0000000000e+000
4.8398437500e+001,33026,0.0000000000e+000
4.8398437500e+001,32779,0.0000000000e+000
4.8593750000e+001,32780,0.0000000000e+000
4.8695312500e+001,33034,0.0000000000e+000
4.8695312500e+001,32779,0.0000000000e+000
4.8898437500e+001,32780,0.0000000000e+000
4.9000000000e+001,33029,0.0000000000e+000
4.9000000000e+001,32779,0.0000000000e+000
4.9195312500e+001,32780,0.0000000000e+000
4.9296875000e+001,32772,0.0000000000e+000
5.0296875000e+001,32771,0.0000000000e+000
5.0296875000e+001,33035,0.0000000000e+000
5.0296875000e+001,32779,0.0000000000e+000
5.0500000000e+001,32780,0.0000000000e+000
5.0593750000e+001,33027,0.0000000000e+000
5.0593750000e+001,32779,0.0000000000e+000
5.0796875000e+001,32780,0.0000000000e+000
5.0898437500e+001,33032,0.0000000000e+000
5.0898437500e+001,32779,0.0000000000e+000
5.1093750000e+001,32780,0.0000000000e+000
5.1195312500e+001,33029,0.0000000000e+000
5.1195312500e+001,32779,0.0000000000e+000
5.1398437500e+001,32780,0.0000000000e+000
5.1500000000e+001,33034,0.0000000000e+000
5.1500000000e+001,32779,0.0000000000e+000
5.1695312500e+001,32780,0.0000000000e+000
5.1796875000e+001,33026,0.0000000000e+000
5.1796875000e+001,32779,0.0000000000e+000
5.2000000000e+001,32780,0.0000000000e+000
5.2093750000e+001,33031,0.0000000000e+000
5.2093750000e+001,32779,0.0000000000e+000
5.2296875000e+001,32780,0.0000000000e+000
5.2398437500e+001,33030,0.0000000000e+000
5.2398437500e+001,32779,0.0000000000e+000
5.2593750000e+001,32780,0.0000000000e+000
5.2695312500e+001,33033,0.0000000000e+000
5.2695312500e+001,32779,0.0000000000e+000
5.2898437500e+001,32780,0.0000000000e+000
5.3000000000e+001,33025,0.0000000000e+000
5.3000000000e+001,32779,0.0000000000e+000
5.3195312500e+001,32780,0.0000000000e+000
5.3296875000e+001,33036,0.0000000000e+000
5.3296875000e+001,32779,0.0000000000e+000
5.3500000000e+001,32780,0.0000000000e+000
5.3593750000e+001,33028,0.0000000000e+000
5.3593750000e+001,32779,0.0000000000e+000
5.3796875000e+001,32780,0.0000000000e+000
5.3898437500e+001,32772,0.0000000000e+000
5.4898437500e+001,32771,0.0000000000e+000
5.4898437500e+001,33034,0.0000000000e+000
5.4898437500e+001,32779,0.0000000000e+000
5.5093750000e+001,32780,0.0000000000e+000
5.5195312500e+001,33025,0.0000000000e+000
5.5195312500e+001,32779,0.0000000000e+000
5.5398437500e+001,32780,0.0000000000e+000
5.5500000000e+001,33031,0.0000000000e+000
5.5500000000e+001,32779,0.0000000000e+000
5.5695312500e+001,32780,0.0000000000e+000
5.5796875000e+001,33030,0.0000000000e+000
5.5796875000e+001,32779,0.0000000000e+000
5.6000000000e+001,32780,0.0000000000e+000
5.6093750000e+001,33036,0.0000000000e+000
5.6093750000e+001,32779,0.0000000000e+000
5.6296875000e+001,32780,0.0000000000e+000
5.6398437500e+001,33028,0.0000000000e+000
5.6398437500e+001,32779,0.0000000000e+000
5.6593750000e+001,32780,0.0000000000e+000
5.6695312500e+001,33033,0.0000000000e+000
5.6695312500e+001,32779,0.0000000000e+000
5.6898437500e+001,32780,0.0000000000e+000
5.7000000000e+001,33027,0.0000000000e+000
5.7000000000e+001,32779,0.0000000000e+000
5.7195312500e+001,32780,0.0000000000e+000
5.7296875000e+001,33035,0.0000000000e+000
5.7296875000e+001,32779,0.0000000000e+000
5.7500000000e+001,32780,0.0000000000e+000
5.7593750000e+001,33029,0.0000000000e+000
5.7593750000e+001,32779,0.0000000000e+000
5.7796875000e+001,32780,0.0000000000e+000
5.7898437500e+001,33032,0.0000000000e+000
5.7898437500e+001,32779,0.0000000000e+000
5.8093750000e+001,32780,0.0000000000e+000
5.8195312500e+001,33026,0.0000000000e+000
5.8195312500e+001,32779,0.0000000000e+000
5.8398437500e+001,32780,0.0000000000e+000
5.8500000000e+001,32772,0.0000000000e+000
5.9500000000e+001,32771,0.0000000000e+000
5.9500000000e+001,33031,0.0000000000e+000
5.9500000000e+001,32779,0.0000000000e+000
5.9695312500e+001,32780,0.0000000000e+000
5.9796875000e+001,33027,0.0000000000e+000
5.9796875000e+001,32779,0.0000000000e+000
6.0000000000e+001,32780,0.0000000000e+000
6.0093750000e+001,33036,0.0000000000e+000
6.0093750000e+001,32779,0.0000000000e+000
6.0296875000e+001,32780,0.0000000000e+000
6.0398437500e+001,33026,0.0000000000e+000
6.0398437500e+001,32779,0.0000000000e+000
6.0593750000e+001,32780,0.0000000000e+000
6.0695312500e+001,33034,0.0000000000e+000
6.0695312500e+001,32779,0.0000000000e+000
6.0898437500e+001,32780,0.0000000000e+000
6.1000000000e+001,33029,0.0000000000e+000
6.1000000000e+001,32779,0.0000000000e+000
6.1195312500e+001,32780,0.0000000000e+000
6.1296875000e+001,33033,0.0000000000e+000
6.1296875000e+001,32779,0.0000000000e+000
6.1500000000e+001,32780,0.0000000000e+000
6.1593750000e+001,33028,0.0000000000e+000
6.1593750000e+001,32779,0.0000000000e+000
6.1796875000e+001,32780,0.0000000000e+000
6.1898437500e+001,33035,0.0000000000e+000
6.1898437500e+001,32779,0.0000000000e+000
6.2093750000e+001,32780,0.0000000000e+000
6.2195312500e+001,33025,0.0000000000e+000
6.2195312500e+001,32779,0.0000000000e+000
6.2398437500e+001,32780,0.0000000000e+000
6.2500000000e+001,33032,0.0000000000e+000
6.2500000000e+001,32779,0.0000000000e+000
6.2695312500e+001,32780,0.0000000000e+000
6.2796875000e+001,33030,0.0000000000e+000
6.2796875000e+001,32779,0.0000000000e+000
6.3000000000e+001,32780,0.0000000000e+000
6.3093750000e+001,32772,0.0000000000e+000
6.4093750000e+001,32771,0.0000000000e+000
6.4093750000e+001,33035,0.0000000000e+000
6.4093750000e+001,32779,0.0000000000e+000
6.4296875000e+001,32780,0.0000000000e+000
6.4398437500e+001,33030,0.0000000000e+000
6.4398437500e+001,32779,0.0000000000e+000
6.4593750000e+001,32780,0.0000000000e+000
6.4695312500e+001,33032,0.0000000000e+000
6.4695312500e+001,32779,0.0000000000e+000
6.4898437500e+001,32780,0.0000000000e+000
6.5000000000e+001,33026,0.0000000000e+000
6.5000000000e+001,32779,0.0000000000e+000
6.5195312500e+001,32780,0.0000000000e+000
6.5296875000e+001,33034,0.0000000000e+000
6.5296875000e+001,32779,0.0000000000e+000
6.5500000000e+001,32780,0.0000000000e+000
6.5593750000e+001,33025,0.0000000000e+000
6.5593750000e+001,32779,0.0000000000e+000
6.5796875000e+001,32780,0.0000000000e+000
6.5898437500e+001,33033,0.0000000000e+000
6.5898437500e+001,32779,0.0000000000e+000
6.6093750000e+001,32780,0.0000000000e+000
6.6195312500e+001,33027,0.0000000000e+000
6.6195312500e+001,32779,0.0000000000e+000
6.6398437500e+001,32780,0.0000000000e+000
6.6500000000e+001,33031,0.0000000000e+000
6.6500000000e+001,32779,0.0000000000e+000
6.6695312500e+001,32780,0.0000000000e+000
6.6796875000e+001,33029,0.0000000000e+000
6.6796875000e+001,32779,0.0000000000e+000
6.7000000000e+001,32780,0.0000000000e+000
6.7093750000e+001,33036,0.0000000000e+000
6.7093750000e+001,32779,0.0000000000e+000
6.7296875000e+001,32780,0.0000000000e+000
6.7398437500e+001,33028,0.0000000000e+000
6.7398437500e+001,32779,0.0000000000e+000
6.7593750000e+001,32780,0.0000000000e+000
6.7695312500e+001,32772,0.0000000000e+000
6.8695312500e+001,32771,0.0000000000e+000
6.8695312500e+001,33036,0.0000000000e+000
6.8695312500e+001,32779,0.0000000000e+000
6.8898437500e+001,32780,0.0000000000e+000
6.9000000000e+001,33025,0.0000000000e+000
6.9000000000e+001,32779,0.0000000000e+000
6.9195312500e+001,32780,0.0000000000e+000
6.9296875000e+001,33034,0.0000000000e+000
6.9296875000e+001,32779,0.0000000000e+000
6.9500000000e+001,32780,0.0000000000e+000
6.9593750000e+001,33026,0.0000000000e+000
6.9593750000e+001,32779,0.0000000000e+000
6.9796875000e+001,32780,0.0000000000e+000
6.9898437500e+001,33032,0.0000000000e+000
6.9898437500e+001,32779,0.0000000000e+000
7.0093750000e+001,32780,0.0000000000e+000
7.0195312500e+001,33028,0.0000000000e+000
7.0195312500e+001,32779,0.0000000000e+000
7.0398437500e+001,32780,0.0000000000e+000
7.0500000000e+001,33031,0.0000000000e+000
7.0500000000e+001,32779,0.0000000000e+000
7.0695312500e+001,32780,0.0000000000e+000
7.0796875000e+001,33030,0.0000000000e+000
7.0796875000e+001,32779,0.0000000000e+000
7.1000000000e+001,32780,0.0000000000e+000
7.1093750000e+001,33035,0.0000000000e+000
7.1093750000e+001,32779,0.0000000000e+000
7.1296875000e+001,32780,0.0000000000e+000
7.1398437500e+001,33029,0.0000000000e+000
7.1398437500e+001,32779,0.0000000000e+000
7.1593750000e+001,32780,0.0000000000e+000
7.1695312500e+001,33033,0.0000000000e+000
7.1695312500e+001,32779,0.0000000000e+000
7.1898437500e+001,32780,0.0000000000e+000
7.2000000000e+001,33027,0.0000000000e+000
7.2000000000e+001,32779,0.0000000000e+000
7.2195312500e+001,32780,0.0000000000e+000
7.2296875000e+001,32772,0.0000000000e+000
7.3296875000e+001,32774,0.0000000000e+000
7.3296875000e+001,32777,0.0000000000e+000
7.6296875000e+001,32778,0.0000000000e+000
7.6296875000e+001,32773,0.0000000000e+000
7.6296875000e+001,32771,0.0000000000e+000
7.6296875000e+001,33034,0.0000000000e+000
7.6296875000e+001,32779,0.0000000000e+000
7.6500000000e+001,32780,0.0000000000e+000
7.6601562500e+001,33030,0.0000000000e+000
7.6601562500e+001,32779,0.0000000000e+000
7.6796875000e+001,32780,0.0000000000e+000
7.6898437500e+001,33036,0.0000000000e+000
7.6898437500e+001,32779,0.0000000000e+000
7.7101562500e+001,32780,0.0000000000e+000
7.7203125000e+001,33027,0.0000000000e+000
7.7203125000e+001,32779,0.0000000000e+000
7.7398437500e+001,32780,0.0000000000e+000
7.7500000000e+001,33035,0.0000000000e+000
7.7500000000e+001,32779,0.0000000000e+000
7.7703125000e+001,32780,0.0000000000e+000
7.7796875000e+001,33026,0.0000000000e+000
7.7796875000e+001,32779,0.0000000000e+000
7.8000000000e+001,32780,0.0000000000e+000
7.8101562500e+001,33031,0.0000000000e+000
7.8101562500e+001,32779,0.0000000000e+000
7.8296875000e+001,32780,0.0000000000e+000
7.8398437500e+001,33028,0.0000000000e+000
7.8398437500e+001,32779,0.0000000000e+000
7.8601562500e+001,32780,0.0000000000e+000
7.8703125000e+001,33032,0.0000000000e+000
7.8703125000e+001,32779,0.0000000000e+000
7.8898437500e+001,32780,0.0000000000e+000
7.9000000000e+001,33029,0.0000000000e+000
7.9000000000e+001,32779,0.0000000000e+000
7.9203125000e+001,32780,0.0000000000e+000
7.9296875000e+001,33033,0.0000000000e+000
7.9296875000e+001,32779,0.0000000000e+000
7.9500000000e+001,32780,0.0000000000e+000
7.9601562500e+001,33025,0.0000000000e+000
7.9601562500e+001,32779,0.0000000000e+000
7.9796875000e+001,32780,0.0000000000e+000
7.9898437500e+001,32772,0.0000000000e+000
8.0898437500e+001,32771,0.0000000000e+000
8.0898437500e+001,33035,0.0000000000e+000
8.0898437500e+001,32779,0.0000000000e+000
8.1101562500e+001,32780,0.0000000000e+000
8.1203125000e+001,33025,0.0000000000e+000
8.1203125000e+001,32779,0.0000000000e+000
8.1398437500e+001,32780,0.0000000000e+000
8.1500000000e+001,33036,0.0000000000e+000
8.1500000000e+001,32779,0.0000000000e+000
8.1703125000e+001,32780,0.0000000000e+000
8.1796875000e+001,33029,0.0000000000e+000
8.1796875000e+001,32779,0.0000000000e+000
8.2000000000e+001,32780,0.0000000000e+000
8.2101562500e+001,33032,0.0000000000e+000
8.2101562500e+001,32779,0.0000000000e+000
8.2296875000e+001,32780,0.0000000000e+000
8.2398437500e+001,33027,0.0000000000e+000
8.2398437500e+001,32779,0.0000000000e+000
8.2601562500e+001,32780,0.0000000000e+000
8.2703125000e+001,33033,0.0000000000e+000
8.2703125000e+001,32779,0.0000000000e+000
8.2898437500e+001,32780,0.0000000000e+000
8.3000000000e+001,33028,0.0000000000e+000
8.3000000000e+001,32779,0.0000000000e+000
8.3203125000e+001,32780,0.0000000000e+000
8.3296875000e+001,33034,0.0000000000e+000
8.3296875000e+001,32779,0.0000000000e+000
8.3500000000e+001,32780,0.0000000000e+000
8.3601562500e+001,33030,0.0000000000e+000
8.3601562500e+001,32779,0.0000000000e+000
8.3796875000e+001,32780,0.0000000000e+000
8.3898437500e+001,33031,0.0000000000e+000
8.3898437500e+001,32779,0.0000000000e+000
8.4101562500e+001,32780,0.0000000000e+000
8.4203125000e+001,33026,0.0000000000e+000
8.4203125000e+001,32779,0.0000000000e+000
8.4398437500e+001,32780,0.0000000000e+000
8.4500000000e+001,32772,0.0000000000e+000
8.5500000000e+001,32771,0.0000000000e+000
8.5500000000e+001,33031,0.0000000000e+000
8.5500000000e+001,32779,0.0000000000e+000
8.5703125000e+001,32780,0.0000000000e+000
8.5796875000e+001,33029,0.0000000000e+000
8.5796875000e+001,32779,0.0000000000e+000
8.6000000000e+001,32780,0.0000000000e+000
8.6101562500e+001,33032,0.0000000000e+000
8.6101562500e+001,32779,0.0000000000e+000
8.6296875000e+001,32780,0.0000000000e+000
8.6398437500e+001,33030,0.0000000000e+000
8.6398437500e+001,32779,0.0000000000e+000
8.6601562500e+001,32780,0.0000000000e+000
8.6703125000e+001,33033,0.0000000000e+000
8.6703125000e+001,32779,0.0000000000e+000
8.6898437500e+001,32780,0.0000000000e+000
8.7000000000e+001,33026,0.0000000000e+000
8.7000000000e+001,32779,0.0000000000e+000
8.7203125000e+001,32780,0.0000000000e+000
8.7296875000e+001,33035,0.0000000000e+000
8.7296875000e+001,32779,0.0000000000e+000
8.7500000000e+001,32780,0.0000000000e+000
8.7601562500e+001,33027,0.0000000000e+000
8.7601562500e+001,32779,0.0000000000e+000
8.7796875000e+001,32780,0.0000000000e+000
8.7898437500e+001,33036,0.0000000000e+000
8.7898437500e+001,32779,0.0000000000e+000
8.8101562500e+001,32780,0.0000000000e+000
8.8203125000e+001,33028,0.0000000000e+000
8.8203125000e+001,32779,0.0000000000e+000
8.8398437500e+001,32780,0.0000000000e+000
8.8500000000e+001,33034,0.0000000000e+000
8.8500000000e+001,32779,0.0000000000e+000
8.8703125000e+001,32780,0.0000000000e+000
8.8796875000e+001,33025,0.0000000000e+000
8.8796875000e+001,32779,0.0000000000e+000
8.9000000000e+001,32780,0.0000000000e+000
8.9101562500e+001,32772,0.0000000000e+000
9.0101562500e+001,32771,0.0000000000e+000
9.0101562500e+001,33034,0.0000000000e+000
9.0101562500e+001,32779,0.0000000000e+000
9.0296875000e+001,32780,0.0000000000e+000
9.0398437500e+001,33030,0.0000000000e+000
9.0398437500e+001,32779,0.0000000000e+000
9.0601562500e+001,32780,0.0000000000e+000
9.0703125000e+001,33032,0.0000000000e+000
9.0703125000e+001,32779,0.0000000000e+000
9.0898437500e+001,32780,0.0000000000e+000
9.1000000000e+001,33027,0.0000000000e+000
9.1000000000e+001,32779,0.0000000000e+000
9.1203125000e+001,32780,0.0000000000e+000
9.1296875000e+001,33033,0.0000000000e+000
9.1296875000e+001,32779,0.0000000000e+000
9.1500000000e+001,32780,0.0000000000e+000
9.1601562500e+001,33028,0.0000000000e+000
9.1601562500e+001,32779,0.0000000000e+000
9.1796875000e+001,32780,0.0000000000e+000
9.1898437500e+001,33036,0.0000000000e+000
9.1898437500e+001,32779,0.0000000000e+000
9.2101562500e+001,32780,0.0000000000e+000
9.2203125000e+001,33029,0.0000000000e+000
9.2203125000e+001,32779,0.0000000000e+000
9.2398437500e+001,32780,0.0000000000e+000
9.2500000000e+001,33031,0.0000000000e+000
9.2500000000e+001,32779,0.0000000000e+000
9.2703125000e+001,32780,0.0000000000e+000
9.2796875000e+001,33026,0.0000000000e+000
